,datetime,tweetid,text,username,userid,value
535,Fri Apr 07 15:29:50 +0000 2017,8.50370037915505E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Fredrik,1285775318,neg
536,Fri Apr 07 15:28:34 +0000 2017,8.50369718829679E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Ahmed Al-Qassam,2766254733,neg
537,Fri Apr 07 15:57:10 +0000 2017,8.50376915311632E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Hedi,215072759,neg
538,Fri Apr 07 15:45:45 +0000 2017,8.50374041991086E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Vesa Linja-aho,36471278,neg
539,Fri Apr 07 15:36:37 +0000 2017,8.50371744741413E+017,"2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",Polisen Stockholm,40486636,none
540,Fri Apr 07 15:33:08 +0000 2017,8.50370865518785E+017,"@isimplyraven Aa hörde också att det var skottlossning i Globen aka där jag går skola men tror det ba va ett rykte shit mannen, sorry",♕Mariean,3232552719,pos
541,Fri Apr 07 15:30:28 +0000 2017,8.50370195285783E+017,"@opJeKo och den bruden surrade om massa skottlossning, men jag har inte sett det nånstans annars officiellt.",Viktor Allvin,110267061,none
542,Fri Apr 07 15:56:12 +0000 2017,8.50376671874175E+017,"Jaha. Det var en rätt innehållslös pressträff.
I korthet: Lastbil. Terror. Ej bekräftat om skottlossning. Ingen gripen. Bild på person.",Uppgiven liberal,169424116,neg
543,Fri Apr 07 15:47:17 +0000 2017,8.50374428592656E+017,"Polisens presskonferens (ekot) bekräftar:
- lastbil körde på drottninggatan
- okänt antalet döda
Polisen talar INTE om skottlossning!",Claes Hemberg,275456490,neg
544,Fri Apr 07 16:27:51 +0000 2017,8.50384638656885E+017,RT @forever_united: 1) Ingen gripen. 2) Ingen bekräftad skottlossning. 3) All utrymning av andra platser är säkerhetsåtgärder. 4) Chilla me…,Old Meme Mike,99514242,neg
545,Fri Apr 07 16:26:47 +0000 2017,8.50384368929473E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Daniel B,45625492,none
546,Fri Apr 07 16:25:25 +0000 2017,8.50384022601642E+017,"RT @AnnaCeras: Ingen person gripen och ingen skottlossning bekräftad -Towe Hägg, Stockholmspolisens presstalesperson, till Ekot. https://t.…",Maria Dietrichson,273338629,neg
547,Fri Apr 07 16:17:21 +0000 2017,8.50381993774862E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Marcus Bollcastle,2450068706,none
548,Fri Apr 07 16:16:57 +0000 2017,8.5038189220565E+017,RT @msigander: Polisen säger till TT att det inte finns några tecken på att det förekommit skottlossning vid #Fridhemsplan,Anne Skantz,2809771095,neg
549,Fri Apr 07 16:15:18 +0000 2017,8.50381478647169E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",Axel F,2619196809,neg
550,Fri Apr 07 16:14:54 +0000 2017,8.50381376323039E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Roger Lindeberg,201004895,neg
551,Fri Apr 07 16:48:42 +0000 2017,8.50389885919875E+017,"RT @dagensnyheter: JUST NU: Skottlossning på Fridhemsplan i Stockholm, enligt källor till DN https://t.co/7F4fSBafmk https://t.co/I8RPVi7DpR",palinSMASH,2707013208,pos
552,Fri Apr 07 16:42:10 +0000 2017,8.50388238418284E+017,"RT @elin_viberg: Lastbil som kört in i Åhléns, brinner på Drottninggatan. Skottlossning på Fridhemsplan. Vill inte ens tänka på vad som vän…","Smul,,",972273782,pos
553,Fri Apr 07 16:40:41 +0000 2017,8.50387868212224E+017,RT @Republiken: Helt fucking sinnes att media hoppade på och började sprida rykten om skottlossning och ljög om att polisen bekräftat. Avgå…,Joel Kvarlin,4499696375,none
554,Fri Apr 07 16:36:59 +0000 2017,8.50386936808296E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",Alex,3415122785,neg
555,Fri Apr 07 16:34:53 +0000 2017,8.50386406799266E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",GeneralGoldfish,965078972,none
556,Fri Apr 07 16:34:28 +0000 2017,8.50386300389798E+017,RT @msigander: Polisen säger till TT att det inte finns några tecken på att det förekommit skottlossning vid #Fridhemsplan,spejsavocado,733583479,neg
557,Fri Apr 07 16:33:55 +0000 2017,8.50386163185726E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Johan Hedberg,14796597,none
558,Fri Apr 07 16:08:38 +0000 2017,8.50379799348597E+017,"RT @polisen_sthlm: 2017-04-07 17:08, Misshandel, Sollentuna Samtal om ljud som beskrevs som skottlossning i Rotebro. https://t.co/yTBwoBJOe9",Mister Mark ❄🇪🇺🌍,452445727,none
559,Fri Apr 07 16:05:18 +0000 2017,8.50378960575877E+017,"RT @Claes_Hemberg: Påkörningen på Drottninggatan: 
Tre döda.
Ingen skottlossning har ägt rum, säger polisen till ekot.
Låt oss inte sprida…",micke m,175729657,neg
560,Fri Apr 07 16:55:46 +0000 2017,8.50391661876327E+017,RT @BjorklundVictor: Skottlossning på Fridhemsplan nu.,Kekistanian,8.24565080889102E+017,pos
561,Fri Apr 07 16:45:15 +0000 2017,8.50389015840817E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Niklas Öhman,97198860,none
562,Fri Apr 07 16:48:50 +0000 2017,8.50389919545557E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Grkplutonchefen,2375347649,none
563,Fri Apr 07 16:07:22 +0000 2017,8.50379483131634E+017,Dom har varit och letat bevis men inte hittat någon som tyder på skottlossning.,Mumsan,401595742,neg
564,Fri Apr 07 16:03:13 +0000 2017,8.50378436204003E+017,RT @forever_united: 1) Ingen gripen. 2) Ingen bekräftad skottlossning. 3) All utrymning av andra platser är säkerhetsåtgärder. 4) Chilla me…,Ljus över landet,310293579,neg
565,Fri Apr 07 16:10:12 +0000 2017,8.50380194607231E+017,RT @MartinaSundman: Dom har varit och letat bevis men inte hittat någon som tyder på skottlossning.,charmant fjant-tant,1833303103,neg
566,Fri Apr 07 16:37:47 +0000 2017,8.50387136033546E+017,"RT @IntiChavezPerez: Obs, polisen har uttryckligen gått ut med att de INTE har bekräftat skottlossning. Sprid inte andra uppgifter.",yeah can i get a uuu,8.25687648966689E+017,neg
567,Fri Apr 07 17:25:47 +0000 2017,8.50399217529082E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",I AM,37424805,none
568,Fri Apr 07 17:23:17 +0000 2017,8.50398586407924E+017,RT @snedslagenspik: Nåddes av falska rykten om skottlossning på platsen där jag befann mig. Snälla sprid ej uppgifter som ej är bekräftade…,krabban,3179101576,neg
569,Fri Apr 07 17:22:47 +0000 2017,8.50398459421176E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",lmganders,3777241,none
570,Fri Apr 07 17:22:35 +0000 2017,8.50398413036413E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Maryem Nasri,371331895,none
571,Fri Apr 07 17:19:01 +0000 2017,8.50397512125075E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Nora the explorer,3929893395,none
572,Fri Apr 07 17:18:18 +0000 2017,8.50397333179122E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",L'égrégore André ꕭꕬ,151943648,none
573,Fri Apr 07 17:16:04 +0000 2017,8.50396770207236E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",iPlusEtt,28829402,none
574,Fri Apr 07 17:15:42 +0000 2017,8.5039668018903E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",GUUD,1691882341,none
575,Fri Apr 07 17:14:33 +0000 2017,8.50396389712568E+017,"RT @Expressen: Polisen bekräftar skottlossning vid Hötorget och vid Åhlens, enligt uppgifter till Expressen.
https://t.co/YSDkE6sHHD https:…",Valdemar Stenmark,7.99774550363816E+017,pos
576,Fri Apr 07 17:14:11 +0000 2017,8.50396297165238E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Linus Löfgren,7.91184810756731E+017,none
577,Fri Apr 07 17:04:23 +0000 2017,8.50393829651952E+017,"RT @svtnyheter: Vittnen: ”Vi sprang från skottlossning på Stockholms centralstation”
https://t.co/t11EfRrRIL #svtnyheter https://t.co/DEZko…",Peppe Lindström,1175517073,pos
578,Fri Apr 07 17:06:25 +0000 2017,8.503943405476E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Adam,2259480636,none
579,Fri Apr 07 17:06:15 +0000 2017,8.50394302115086E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Nemo Hedén,228353789,none
580,Fri Apr 07 17:05:33 +0000 2017,8.5039412444867E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Anna Johanna,3310262595,none
581,Fri Apr 07 16:59:50 +0000 2017,8.50392685500355E+017,RT @BjorklundVictor: Skottlossning på Fridhemsplan nu.,David Kerrigan,467699102,pos
582,Fri Apr 07 17:11:09 +0000 2017,8.50395535840338E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Stina♀,332449861,none
583,Fri Apr 07 17:25:24 +0000 2017,8.50399119147508E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,Jens Malm,511699966,none
584,Fri Apr 07 17:15:05 +0000 2017,8.50396523536015E+017,"RT @Mediebruset: Polisen bekräftar inte alls någon skottlossning, tvärtemot vad Expressen påstår. https://t.co/4qPLmZaN8q",David Einar,105092548,neg
585,Fri Apr 07 17:32:54 +0000 2017,8.50401007020409E+017,"RT @mariageorgieva: Polisen dementerar uppgifterna om skottlossning vid Fridhemsplan i Sthlm, enligt SVT.",Gudrun Tiberg,2396241908,neg
586,Fri Apr 07 17:29:15 +0000 2017,8.50400087276761E+017,RT @snedslagenspik: Nåddes av falska rykten om skottlossning på platsen där jag befann mig. Snälla sprid ej uppgifter som ej är bekräftade…,Den där Joel,4529608162,neg
587,Fri Apr 07 17:31:19 +0000 2017,8.50400609664721E+017,"Så besviken på public service. De betonar att bara bekräftade uppg ska rapporteras. Sen: skottlossning!!! Sen: Nä, det är dementerat.",Veronica Gardell,365686451,none
588,Fri Apr 07 17:40:24 +0000 2017,8.50402894906106E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Jonas Andersson,460157427,none
589,Fri Apr 07 17:33:43 +0000 2017,8.50401211228578E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Anders Strömgren,200607634,none
590,Fri Apr 07 17:07:00 +0000 2017,8.50394490212929E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Rasmus Nilsson,618286046,none
591,Fri Apr 07 17:34:36 +0000 2017,8.50401435841909E+017,"@svtnyheter Skottlossning? 
Om du säger A får du fan också säga B!",Johnny Koch,741071292,pos
592,Fri Apr 07 17:42:37 +0000 2017,8.50403454526698E+017,"RT @leastw: @AnyaInLove Blev en lång promenad idag. Skulle till Fridhemsplan och möte en militär, frågade om han visste mer. Det visste han…",Nope,4829144589,pos
593,Fri Apr 07 17:35:50 +0000 2017,8.50401746874765E+017,@hanserik_erik @TheSharkWeek Finns inget nytt att berätta men #skottlossningsgate menar jag att jag hört om mer än… https://t.co/ETMzIt15eU,Space Cowboy,2729368089,pos
594,Fri Apr 07 18:42:25 +0000 2017,8.50418500539732E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Aleкs Moлчanov,114413189,none
595,Fri Apr 07 18:42:16 +0000 2017,8.50418464972059E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Per Skålén,19508493,none
596,Fri Apr 07 18:41:18 +0000 2017,8.50418222855803E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Daniel Wiklander,16418210,none
597,Fri Apr 07 18:30:35 +0000 2017,8.50415525494755E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Aleкs Moлчanov,114413189,none
598,Fri Apr 07 18:30:01 +0000 2017,8.50415382091399E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Leif Petersen,267079880,none
599,Fri Apr 07 18:28:48 +0000 2017,8.50415073877209E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Naomi,1451130572,none
600,Fri Apr 07 18:23:21 +0000 2017,8.50413703497474E+017,"RT @AWollstad: Allvarligt nu, skulle hälften av alla rapporter om skottlossning stämma är det ingen terrorattack utan en invasion. Tänk på…",inge latchou,738990138,pos
601,Fri Apr 07 18:22:32 +0000 2017,8.50413496265298E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Tova,263723179,none
602,Fri Apr 07 18:22:17 +0000 2017,8.50413435720479E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Pär Eriksson,2719192276,none
603,Fri Apr 07 18:21:46 +0000 2017,8.50413304577217E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Nichlas Pettersson,1000168190,none
604,Fri Apr 07 18:18:57 +0000 2017,8.5041259426347E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Viktor Lundin,473195652,none
605,Fri Apr 07 18:07:32 +0000 2017,8.50409724512285E+017,"skottlossning Södermalm, brända bilar,var ska det sluta😬 https://t.co/SPAgxLW4xO",Donald DUCK,2598654326,none
606,Fri Apr 07 18:19:38 +0000 2017,8.50412769434317E+017,"RT @CarlMelin: Jag hoppas de som spred obekräftade rykten om skottlossning runt om i Sthlm lärt en läxa. Ta det lugnt, lyssna på polisen o…",Patrik Syk,23177985,none
607,Fri Apr 07 18:52:01 +0000 2017,8.50420915779379E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Jonas Ljungblad,82340160,none
608,Fri Apr 07 18:46:12 +0000 2017,8.50419453443658E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Jonte Sarin,3428823503,none
609,Fri Apr 07 18:08:45 +0000 2017,8.50410028368613E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Maria Strömner,937503744,none
610,Fri Apr 07 18:12:12 +0000 2017,8.50410895482204E+017,@kjellegren @YTPandmore @MurrayRocks @noemiftroden @pewdiepie Nu idag? Det var ingen skottlossning inblandad vad ja… https://t.co/W0aCkoBYIK,Språkvärn,716391338,neg
611,Fri Apr 07 18:55:40 +0000 2017,8.50421836533953E+017,@MacDBollinger @Sauronsstock @TheSharkWeek @hanserik_erik Tvekar på att dom som styrde insatsen trodde att det var… https://t.co/8EeKsEATPM,Space Cowboy,2729368089,none
612,Fri Apr 07 20:05:02 +0000 2017,8.5043929170038E+017,Vad har det varit för skottlossning vid ett tåg i Stockholm?,Carita,325715350,pos
613,Fri Apr 07 20:09:31 +0000 2017,8.50440419989234E+017,"RT @perbj: Journalister jag har stor respekt för spred rykten om skottlossning idag. Alla kan göra misstag i pressade lägen, men lär av det…",Erik Nilson,18489157,none
614,Fri Apr 07 20:03:54 +0000 2017,8.50439006110314E+017,RT @axelsandin: Förfärligt med falska rykten om skottlossning tidigare idag mitt i paniken. Det hoppas jag att både vi och redaktionerna lä…,Johanna Ewards 👸🏼,1073802762,none
615,Fri Apr 07 19:18:27 +0000 2017,8.50427570470441E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Nichlas Pettersson,1000168190,none
616,Fri Apr 07 19:15:44 +0000 2017,8.50426884919833E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Linnea Hylén,735280994,none
617,Fri Apr 07 19:13:57 +0000 2017,8.50426438155194E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Nille af Ekenstam,19060275,none
618,Fri Apr 07 19:09:34 +0000 2017,8.50425334612755E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",Gäsp,463646133,none
619,Fri Apr 07 19:03:33 +0000 2017,8.50423818703294E+017,RT @GripenNews: Är det för tidigt att begära en haveriutredning på alla reportrar och dyligt som spred uppgifter om skottlossning runt om i…,FåtöljStrategen,572583939,none
620,Fri Apr 07 19:42:54 +0000 2017,8.50433722587517E+017,"RT @fraux: Etablerad media: SKOTTLOSSNING ÖVERALLT!!!! Vi måste intervjua chockade människor NU!!!
Twittertroll: kom å sov över, har katt o…",mo,384771548,none
